497,Marulanda,null,null,null
498,Matanza,null,null,null
499,Medellin,null,null,null
500,Medina,null,null,null
501,Melgar,null,null,null
502,Mercaderes,null,null,null
503,Mesetas,null,null,null
504,Milan,null,null,null
505,Miraflores,null,null,null
506,Miranda,null,null,null
507,Mistrato,null,null,null
508,Mit,null,null,null
509,Mocoa,null,null,null
510,Mogotes,null,null,null
511,Molagavita,null,null,null
512,Momil,null,null,null
513,Mompos,null,null,null
514,Mongua,null,null,null
515,Mongui,null,null,null
516,Moniquira,null,null,null
517,Monitos,null,null,null
518,Montebello,null,null,null
519,Montecristo,null,null,null
520,Montelibano,null,null,null
521,Montenegro,null,null,null
522,Monteria,null,null,null
523,Monterrey,null,null,null
524,Morales,null,null,null
525,Morelia,null,null,null
526,Morroa,null,null,null
527,Mosquera,null,null,null
528,Motavita,null,null,null
529,Murillo,null,null,null
530,Murindo,null,null,null
531,Mutata,null,null,null
532,Mutiscua,null,null,null
533,Muzo,null,null,null
534,Narino,null,null,null
535,Nataga,null,null,null
536,Natagaima,null,null,null
537,Nechi,null,null,null
538,Necocli,null,null,null
539,Neira,null,null,null
540,Neiva,null,null,null
541,Nemocon,null,null,null
542,Nilo,null,null,null
543,Nimaima,null,null,null
544,Nobsa,null,null,null
545,Nocaima,null,null,null
546,Novita,null,null,null
547,Nuevo Colon,null,null,null
548,Nunchia,null,null,null
549,Nuqui,null,null,null
550,Obando,null,null,null
551,Ocamonte,null,null,null
552,Ocana,null,null,null
553,Oiba,null,null,null
554,Oicata,null,null,null
555,Olaya,null,null,null
556,Onzaga,null,null,null
557,Oporapa,null,null,null
558,Orito,null,null,null
559,Orocue,null,null,null
560,Ortega,null,null,null
561,Ospina,null,null,null
562,Otanche,null,null,null
563,Ovejas,null,null,null
564,Pachavita,null,null,null
565,Pacho,null,null,null
566,Pacora,null,null,null
567,Padilla,null,null,null
568,Paez,null,null,null
569,Paez (Belalcazar),null,null,null
570,Paicol,null,null,null
571,Pailitas,null,null,null
572,Paime,null,null,null
573,Paipa,null,null,null
574,Pajarito,null,null,null
575,Palermo,null,null,null
576,Palestina,null,null,null
577,Palmar,null,null,null
578,Palmar de Varela,null,null,null
579,Palmas del Socorro,null,null,null
580,Palmira,null,null,null
581,Palmito,null,null,null
582,Palocabildo,null,null,null
583,Pamplona,null,null,null
584,Pamplonita,null,null,null
585,Pandi,null,null,null
586,Panqueba,null,null,null
587,Paramo,null,null,null
588,Paratebueno,null,null,null
589,Pasca,null,null,null
590,Pasto,null,null,null
591,Patia (El Bordo),null,null,null
592,Pauna,null,null,null
593,Paya,null,null,null
594,Paz de Ariporo,null,null,null
595,Paz de Rio,null,null,null
596,Pedraza,null,null,null
597,Pelaya,null,null,null
598,Pensilvania,null,null,null
599,Penol,null,null,null
600,Peque,null,null,null
601,Pereira,null,null,null
602,Pesca,null,null,null
603,Piamonte,null,null,null
604,Pie de Cuesta,null,null,null
605,Piedras,null,null,null
606,Piendamo,null,null,null
607,Pijao,null,null,null
608,Pijino del Carmen,null,null,null
609,Pinchote,null,null,null
610,Pinillos,null,null,null
611,Piojo,null,null,null
612,Pisva,null,null,null
613,Pital,null,null,null
614,Pitalito,null,null,null
615,Pivijay,null,null,null
616,Planadas,null,null,null
617,Planeta Rica,null,null,null
618,Plato,null,null,null
619,Policarpa,null,null,null
620,Polonuevo,null,null,null
621,Ponedera,null,null,null
622,Popayan,null,null,null
623,Pore,null,null,null
624,Potosi,null,null,null
625,Pradera,null,null,null
626,Prado,null,null,null
627,Providencia,null,null,null
628,Publoviejo,null,null,null
629,Pueblo Bello,null,null,null
630,Pueblo Nuevo,null,null,null
631,Pueblo Rico,null,null,null
632,Pueblorrico,null,null,null
633,Puente Nacional,null,null,null
634,Puerres,null,null,null
635,Puerto Asis,null,null,null
636,Puerto Berrio,null,null,null
637,Puerto Boyaca,null,null,null
638,Puerto Caicedo,null,null,null
639,Puerto Carreno,null,null,null
640,Puerto Colombia,null,null,null
641,Puerto Concordia,null,null,null
642,Puerto Escondido,null,null,null
643,Puerto Gaitan,null,null,null
644,Puerto Guzman,null,null,null
645,Puerto Inirida,null,null,null
646,Puerto Leguizamo,null,null,null
647,Puerto Libertador,null,null,null
648,Puerto Lleras,null,null,null
